comm_insee;NOM_COM;Nb_log_pp_2022;Prop_logvac_pp_2A_010121
18052;Charenton-du-Cher;614;11,1
18054;Charly;;
18055;Chârost;588;11,6
18056;Chassy;196;11,2
18057;Châteaumeillant;1 328;14,3
18058;Châteauneuf-sur-Cher;1 075;19,3
18059;Le Châtelet;618;12,9
18065;Chezal-Benoît;;
18066;Civray;521;6
18067;Clémont;479;6,5
18072;Cornusse;;
18073;Corquoy;181;13,8
18074;Couargues;;
18075;Cours-les-Barres;510;4,1
18076;Coust;270;12,6
18077;Couy;;
18079;Crézancy-en-Sancerre;379;5,8
18082;Cuffy;590;8
18083;Culan;530;14,5
18086;Drevant;;
18087;Dun-sur-Auron;2 084;7,4
18088;Ennordres;;
18089;Épineuil-le-Fleuriel;323;9,6
18090;Étréchy;;
18092;Farges-en-Septaine;447;6,9
18094;Feux;;
18096;Foëcy;1 045;6,1
18097;Fussy;910;2,3
18099;Garigny;;
18100;Genouilly;464;3,9
18101;Germigny-l'Exempt;241;12,4
18102;Givardon;283;11,7
18103;Graçay;891;4,6
18105;Gron;286;12,2
18106;Grossouvre;;
18108;La Guerche-sur-l'Aubois;1 860;7,8
18109;Henrichemont;1 165;10,6
18110;Herry;752;7,2
18115;Ivoy-le-Pré;571;9,5
18116;Jalognes;224;4,9
18117;Jars;402;4
18118;Jouet-sur-l'Aubois;905;9,2
18120;Jussy-le-Chaudrier;410;2,7
18124;Lazenay;185;5,9
18125;Léré;732;4,9
18126;Levet;665;4,7
18127;Lignières;955;10,4
18130;Loye-sur-Arnon;;
18133;Lunery;811;9,7
18134;Lury-sur-Arnon;;
18135;Maisonnais;207;10,6
18136;Marçais;198;9,1
18137;Mareuil-sur-Arnon;416;12,5
18138;Marmagne;1 010;3,5
18139;Marseilles-lès-Aubigny;393;3,8
18140;Massay;766;5,9
18141;Mehun-sur-Yèvre;3 543;4,4
18142;Meillant;423;9
18143;Menetou-Couture;;
18144;Menetou-Râtel;333;7,5
18145;Menetou-Salon;944;10,3
18146;Ménétréol-sous-Sancerre;338;6,2
18147;Ménétréol-sur-Sauldre;;
18148;Méreau;1 228;1,2
18149;Méry-ès-Bois;428;15,2
18150;Méry-sur-Cher;380;4,5
18151;Montigny;289;12,8
18153;Morlac;;
18155;Mornay-sur-Allier;297;8,4
18156;Morogues;336;13,4
18158;Moulins-sur-Yèvre;;
18159;Nançay;628;1,9
18160;Nérondes;787;10,3
18161;Neuilly-en-Dun;;
18162;Neuilly-en-Sancerre;239;11,3
18163;Neuvy-Deux-Clochers;233;9,4
18165;Neuvy-sur-Barangeon;766;2,1
18167;Nohant-en-Graçay;;
18168;Le Noyer;;
18170;Oizon;445;9,4
18172;Orval;784;5
18175;Ourouer-les-Bourdelins;441;11,3
18176;Parassy;;
18178;La Perche;188;11,7
18180;Plaimpied-Givaudins;887;2,3
18181;Plou;295;9,2
18185;Presly;;
18186;Preuilly;;
18187;Préveranges;557;12,4
18189;Quantilly;270;10,4
18190;Quincy;473;7,4
18192;Reigny;197;12,7
18194;Rians;436;7,1
18197;Saint-Amand-Montrond;5 453;13,8
18198;Saint-Ambroix;233;11,6
18199;Saint-Baudel;;
18200;Saint-Bouize;239;5,4
18205;Saint-Doulchard;4 311;2,4
18206;Saint-Éloy-de-Gy;752;3,7
18207;Saint-Florent-sur-Cher;3 186;5,4
18208;Sainte-Gemme-en-Sancerrois;;
18210;Saint-Georges-sur-la-Prée;;
18211;Saint-Georges-sur-Moulon;;
18212;Saint-Germain-des-Bois;317;10,1
18213;Saint-Germain-du-Puy;2 028;1,6
18214;Saint-Hilaire-de-Court;280;6,1
18216;Saint-Hilaire-en-Lignières;414;8,9
18218;Saint-Just;317;4,4
18220;Saint-Léger-le-Petit;269;5,2
18223;Saint-Martin-d'Auxigny;1 247;3,7
18224;Saint-Martin-des-Champs;229;9,2
18225;Saint-Maur;;
18227;Sainte-Montaine;275;9,5
18228;Saint-Outrille;;
18229;Saint-Palais;354;8,2
18230;Saint-Pierre-les-Bois;229;13,5
18231;Saint-Pierre-les-Étieux;438;7,8
18232;Saint-Priest-la-Marche;213;16
18233;Saint-Satur;1 092;6,7
18234;Saint-Saturnin;477;14,7
18235;Sainte-Solange;532;7,1
18237;Sainte-Thorette;275;5,1
18240;Sancergues;378;8,7
18241;Sancerre;1 064;9,8
18242;Sancoins;1 770;9,5
18243;Santranges;339;8,3
18245;Saulzais-le-Potier;291;15,8
18246;Savigny-en-Sancerre;690;6,5
18247;Savigny-en-Septaine;320;4,1
18249;Sens-Beaujeu;339;8
18252;Sidiailles;300;11,7
18256;Subligny;;
18257;Sury-près-Léré;360;6,7
18258;Sury-en-Vaux;485;9,9
18259;Sury-ès-Bois;274;11,3
18263;Thénioux;;
18265;Torteron;493;10,5
18267;Trouy;1 844;1,1
18268;Uzay-le-Venon;249;11,6
18269;Vailly-sur-Sauldre;439;12,1
18270;Vallenay;414;12,6
18271;Vasselay;;
18272;Veaugues;409;6,6
18273;Venesmes;505;6,7
18274;Verdigny;200;9
18278;Vesdun;437;12,1
18279;Vierzon;13 848;8,9
18281;Vignoux-sur-Barangeon;1 088;4,5
18282;Villabon;295;4,4
18285;Villeneuve-sur-Cher;236;7,2
18286;Villequiers;325;9,2
18287;Vinon;;
18289;Vornay;;
18290;Vouzeron;311;4,2
19001;Affieux;285;4,2
19002;Aix;260;11,5
19004;Albussac;454;5,1
19005;Allassac;2 276;8
19007;Altillac;668;8,1
19010;Argentat-sur-Dordogne;2 149;7
19011;Arnac-Pompadour;845;8,2
19013;Aubazines;529;7,6
19014;Auriac;251;9,2
19015;Ayen;441;7
19019;Beaulieu-sur-Dordogne;1 129;12,3
19022;Benayes;213;10,3
19023;Beynat;902;7,8
19028;Bort-les-Orgues;2 092;13,3
19030;Brignac-la-Plaine;495;5,5
19031;Brive-la-Gaillarde;26 097;3,8
19033;Bugeat;704;8,8
19034;Camps-Saint-Mathurin-Léobazel;190;12,1
19035;Chabrignac;308;7,8
19036;Chamberet;1 038;9,1
19037;Chamboulive;816;8
19038;Chameyrat;865;5,8
19039;Champagnac-la-Noaille;235;4,7
19041;Chanac-les-Mines;281;7,8
19042;Chanteix;;
19049;Chasteaux;451;5,3
19056;Clergoux;;
19057;Collonges-la-Rouge;385;4,4
19058;Combressol;321;5,3
19060;Condat-sur-Ganaveix;462;11,7
19061;Cornil;616;7,8
19062;Corrèze;830;9,9
19063;Cosnac;1 395;2,1
19066;Cublac;950;4,2
19068;Dampniat;406;4,4
19072;Donzenac;1 479;5,7
19073;Égletons;2 068;9,3
19075;Espagnac;281;6
19076;Espartignac;255;10,2
19079;Eyburie;373;10,2
19080;Eygurande;390;13,3
19081;Eyrein;353;9,1
19082;Favars;547;2
19084;Forgès;247;11,3
19085;Gimel-les-Cascades;450;6,9
19086;Goulles;248;10,9
19089;Gros-Chastang;;
19091;Hautefage;;
19093;Jugeals-Nazareth;;
19094;Juillac;805;8,8
19098;Lagarde-Marc-la-Tour;580;4
19100;Lagraulière;758;7,4
19101;Laguenne-sur-Avalouze;857;7,8
19102;Lamazière-Basse;299;6,7
19105;Lanteuil;;
19106;Lapleau;295;7,1
19107;Larche;873;3,3
19113;Liginiac;610;6,7
19117;Lissac-sur-Couze;494;8,3
19118;Le Lonzac;712;6,5
19121;Lubersac;1 459;11,2
19122;Madranges;205;5,4
19123;Malemort;4 222;2
19124;Mansac;713;5,2
19125;Marcillac-la-Croisille;841;6,2
19128;Margerides;;
19129;Masseret;511;8
19130;Maussac;301;10,6
19131;Meilhards;467;11,8
19134;Merlines;504;12,5
19136;Meymac;1 620;9,3
19138;Meyssac;783;8,4
19140;Monceaux-sur-Dordogne;511;5,5
19143;Montaignac-Saint-Hippolyte;451;7,1
19145;Moustier-Ventadour;300;4
19146;Naves;1 271;5,1
19147;Nespouls;367;6,5
19148;Neuvic;1 217;7,6
19151;Noailles;439;5,2
19152;Nonards;308;6,8
19153;Objat;2 258;4,9
19157;Palisse;;
19160;Pérols-sur-Vézère;;
19161;Perpezac-le-Blanc;310;6,1
19162;Perpezac-le-Noir;658;7,8
19163;Le Pescher;;
19164;Peyrelevade;569;6,5
19169;Puy-d'Arnac;;
19174;La Roche-Canillac;194;8,2
19176;Rosiers-d'Égletons;664;3,9
19178;Sadroc;478;3,8
19180;Saint-Angel;438;6,4
19181;Saint-Augustin;408;6,9
19182;Saint-Aulaire;454;4,8
19187;Saint-Bonnet-la-Rivière;242;10,7
19192;Saint-Chamant;366;14,5
19194;Saint-Clément;706;5,2
19196;Saint-Cyr-la-Roche;260;4,6
19199;Saint-Étienne-aux-Clos;;
19201;Saint-Exupéry-les-Roches;385;5,7
19202;Sainte-Féréole;1 064;5,5
19203;Sainte-Fortunade;1 039;6,5
19204;Saint-Fréjoux;181;9,4
19207;Saint-Germain-les-Vergnes;580;6,2
19211;Saint-Hilaire-Peyroux;552;8,7
19213;Saint-Jal;422;9
19214;Saint-Julien-aux-Bois;416;6,5
19220;Saint-Martial-de-Gimel;349;4,9
19222;Saint-Martin-la-Méanne;355;7,3
19223;Saint-Martin-Sepert;;
19225;Saint-Merd-de-Lapleau;203;6,9
19226;Saint-Merd-les-Oussines;;
19227;Saint-Mexant;640;3,4
19229;Saint-Pantaléon-de-Larche;2 392;2
19230;Saint-Pardoux-Corbier;;
19231;Saint-Pardoux-la-Croisille;;
19234;Saint-Pardoux-l'Ortigier;287;7,7
19236;Saint-Priest-de-Gimel;290;6,9
19237;Saint-Privat;688;8
19239;Saint-Robert;258;9,3
19240;Saint-Salvadour;268;10,1
19241;Saint-Setiers;304;5,9
19242;Saint-Solve;266;7,5
19243;Saint-Sornin-Lavolps;588;5,6
19246;Saint-Viance;907;2,9
19248;Saint-Ybard;417;7,7
19249;Saint-Yrieix-le-Déjalat;292;6,2
19250;Salon-la-Tour;480;10,4
19251;Sarran;199;7
19252;Sarroux - Saint Julien;689;5,1
19254;Ségur-le-Château;223;8,5
19255;Seilhac;1 062;6
19256;Sérandon;;
19258;Servières-le-Château;375;7,2
19259;Sexcles;234;6,4
19260;Sioniac;176;6,8
19261;Sornac;442;5,7
19263;Soudeilles;;
19264;Soursac;484;8,9
19265;Tarnac;425;9,2
19269;Treignac;1 217;10,8
19270;Troche;348;7,8
19271;Tudeils;;
19272;Tulle;8 838;13,2
19273;Turenne;597;7,2
19274;Ussac;2 046;2,3
19275;Ussel;5 051;8,1
19276;Uzerche;1 584;13,2
19278;Varetz;1 163;2,8
19285;Vigeois;849;7,1
19286;Vignols;380;10,8
19288;Voutezac;806;6,3
19289;Yssandon;386;6,5
21004;Aignay-le-Duc;250;12
21005;Aiserey;623;3,2
21016;Arceau;405;3,2
21017;Arcenant;266;4,1
21021;Arc-sur-Tille;1 095;1,9
21023;Arnay-le-Duc;801;13,7
21037;Auxey-Duresses;257;16,3
21038;Auxonne;3 051;4,9
21054;Beaune;9 980;6,7
21056;Beire-le-Châtel;405;3,5
21071;Bèze;385;3,6
21080;Blaisy-Bas;355;3,7
21086;Bligny-lès-Beaune;625;2,6
21087;Bligny-sur-Ouche;487;5,3
21103;Brazey-en-Plaine;1 001;1,8
21110;Brochon;340;4,7
21127;Chaignay;241;5,8
21128;Chailly-sur-Armançon;;
21133;Chambolle-Musigny;;
21139;Champeau-en-Morvan;;
21150;Chassagne-Montrachet;276;14,1
21154;Châtillon-sur-Seine;2 593;8,3
21166;Chenôve;4 096;2
21171;Chevigny-Saint-Sauveur;4 459;0,4
21186;Comblanchien;302;4
21194;Corgoloin;488;3,5
21195;Cormot-Vauchignon;;
21231;Dijon;82 687;2,2
21247;Époisses;431;7,9
21249;Esbarres;365;4,7
21251;Essey;176;7,4
21265;Fixin;388;2,8
21271;Flavigny-sur-Ozerain;;
21277;Fontaine-Française;388;5,7
21278;Fontaine-lès-Dijon;4 392;1,1
21290;Gemeaux;433;4,8
21292;Genlis;1 927;2,2
21295;Gevrey-Chambertin;1 340;5,1
21304;Grancey-le-Château-Neuvelle;171;13,5
21317;Is-sur-Tille;1 699;2,9
21327;Val-Mont;;
21332;Labergement-lès-Seurre;480;4,2
21334;Lacanche;314;10,8
21336;Laignes;474;12,7
21337;Lamarche-sur-Saône;701;5,1
21349;Liernais;338;8,3
21352;Longeault-Pluvault;;
21355;Longvic;3 195;0,9
21356;Losne;730;2,6
21361;Lux;249;5,6
21371;Les Maillys;405;3,5
21373;Mâlain;;
21383;Marcilly-sur-Tille;674;1,6
21390;Marsannay-la-Côte;2 167;1,6
21401;Meloisey;;
21405;Merceuil;388;2,8
21408;Messigny-et-Vantoux;648;2,6
21411;Meursanges;276;4,7
21412;Meursault;905;8
21416;Mirebeau-sur-Bèze;795;1,8
21423;Montagny-lès-Beaune;;
21425;Montbard;2 080;8,1
21426;Montberthault;;
21433;Montigny-Mornay-Villeneuve-sur-Vingeanne;241;5,8
21441;Mont-Saint-Jean;;
21442;Morey-Saint-Denis;374;7
21446;Moutiers-Saint-Jean;;
21461;Nolay;890;11
21464;Nuits-Saint-Georges;2 542;5,4
21474;Pagny-la-Ville;259;7,7
21482;Perrigny-sur-l'Ognon;343;4,1
21485;Plombières-lès-Dijon;1 060;3,4
21492;Pommard;367;10,9
21496;Pontailler-sur-Saône;734;8,3
21501;Pouilly-en-Auxois;675;5,3
21502;Pouilly-sur-Saône;367;4,6
21505;Précy-sous-Thil;434;11,5
21506;Premeaux-Prissey;266;7,9
21512;Puligny-Montrachet;331;11,5
21515;Quetigny;2 982;0,4
21519;Recey-sur-Ource;266;11,3
21522;Renève;222;5
21525;La Roche-en-Brenil;672;6,8
21531;Rouvray;337;11,6
21532;Rouvres-en-Plaine;;
21536;Sacquenay;199;9,5
21540;Saint-Apollinaire;3 232;0,9
21541;Saint-Aubin;197;17,3
21545;Sainte-Colombe-sur-Seine;474;8
21554;Saint-Jean-de-Losne;534;5,8
21555;Saint-Julien;722;1,5
21560;Saint-Martin-de-la-Mer;217;7,8
21561;Saint-Martin-du-Mont;233;4,7
21568;Saint-Rémy;404;5,4
21569;Saint-Romain;;
21573;Saint-Seine-l'Abbaye;214;11,7
21577;Saint-Usage;604;3
21579;Salives;155;21,9
21582;Santenay;566;15
21584;Saulieu;1 495;11,4
21585;Saulon-la-Chapelle;455;2,9
21590;Savigny-lès-Beaune;782;4,9
21599;Selongey;1 133;5,1
21603;Semur-en-Auxois;1 973;8,4
21606;Ladoix-Serrigny;827;3,4
21607;Seurre;1 223;8,7
21611;Sombernon;439;4,3
21617;Talant;4 387;1,7
21618;Talmay;288;7,6
21629;Thoisy-la-Berchère;;
21636;Thury;212;12,3
21638;Til-Châtel;500;4
21639;Tillenay;351;6,6
21642;Toutry;;
21645;Trouhans;;
21656;Varanges;307;5,2
21661;Velars-sur-Ouche;785;2,9
21663;Venarey-les-Laumes;1 109;5
21667;Véronnes;186;8,6
21670;Verrey-sous-Salmaise;182;7,7
21683;Viévy;306;11,1
21699;Villers-les-Pots;515;3,1
21707;Villy-en-Auxois;;
21710;Vitteaux;538;13,6
21712;Volnay;236;16,1
21714;Vosne-Romanée;274;15,7
22001;Allineuc;;
22002;Andel;507;2,4
22003;Aucaleuc;413;2,7
22004;Bégard;2 632;4,7
22005;Belle-Isle-en-Terre;646;7,4
22008;Bobital;535;2,6
22011;Boqueho;503;3,6
22012;La Bouillie;485;2,5
22013;Bourbriac;1 354;8,3
22014;Bourseul;;
22015;Bréhand;788;3
22020;Broons;1 467;5,5
22021;Brusvily;562;2,5
22023;Bulat-Pestivien;346;12,1
22025;Callac;1 542;11
22026;Calorguen;;
22027;Le Cambout;;
22028;Camlez;467;2,6
22029;Canihuel;275;12,7
22030;Caouënnec-Lanvézéac;;
22031;Carnoët;514;11,3
22032;Caulnes;1 409;9,3
22033;Caurel;;
22034;Cavan;712;2,7
22035;Les Champs-Géraux;565;5,5
22037;La Chapelle-Neuve;316;13,6
22039;La Chèze;343;6,1
22040;Coadout;;
22044;Coëtmieux;772;2,1
22046;Le Mené;3 765;8,7
22047;Corlay;595;11,1
22048;Corseul;1 252;4,1
22049;Créhen;988;3,7
22050;Dinan;7 709;4,1
22052;Duault;;
22053;Éréac;430;9,1
22054;Erquy;5 033;1,4
22055;Binic-Étables-sur-Mer;5 493;1,7
22056;Évran;906;4,6
22059;Le Fœil;614;3,1
22061;Glomel;1 055;9,9
22062;Gomené;370;8,6
22063;Gommenec'h;348;4,3
22064;Gouarec;435;5,5
22065;Goudelin;894;2,8
22067;Grâces;1 312;3,8
22068;Grâce-Uzel;;
22070;Guingamp;4 002;8,7
22071;Guitté;351;4,3
22072;Gurunhuel;;
22073;La Harmoye;218;9,2
22074;Le Haut-Corlay;384;9,6
22075;Hémonstoir;;
22076;Hénanbihen;813;2,7
22077;Hénansal;625;4
22079;Hénon;1 105;4,3
22081;Hillion;2 114;2,6
22082;Le Hinglé;413;2,7
22083;Illifaut;401;8,2
22084;Jugon-les-Lacs - Commune nouvelle;1 359;3,8
22085;Kerbors;291;5,5
22086;Kerfot;389;4,6
22087;Kergrist-Moëlou;446;9,9
22088;Kerien;;
22090;Kermaria-Sulard;548;2
22092;Kerpert;228;16,2
22093;Lamballe-Armor;8 905;2,4
22094;Lancieux;2 149;1,2
22099;Lanfains;512;3,3
22101;Langoat;661;4,2
22103;Langrolay-sur-Rance;555;2
22104;Languédias;305;6,9
22105;Languenan;597;4
22106;Langueux;3 758;1,7
22107;Bon Repos sur Blavet;955;10,3
22111;Lanmodez;331;4,8
22113;Lannion;10 260;1,7
22114;Lanrelas;547;7,3
22115;Lanrivain;329;14,3
22116;Lanrodec;577;4
22117;Lantic;874;2,2
22118;Lanvallay;2 158;1,9
22119;Lanvellec;461;5,2
22121;Lanvollon;981;4,8
22122;Laurenan;491;7,9
22127;Lézardrieux;1 222;4,9
22128;Locarn;389;10,5
22131;Loguivy-Plougras;695;8,9
22132;Lohuec;203;12,8
22133;Loscouët-sur-Meu;344;6,4
22134;Louannec;;
22135;Louargat;1 316;6,6
22136;Loudéac;4 727;4,3
22137;Maël-Carhaix;988;9
22138;Maël-Pestivien;338;14,2
22143;Matignon;1 299;3,5
22144;La Méaugon;553;2,7
22145;Mégrit;502;5,4
22146;Mellionnec;;
22147;Merdrignac;1 554;5,1
22148;Mérillac;;
22149;Merléac;;
22150;Le Merzer;468;2,6
22152;Minihy-Tréguier;;
22153;Moncontour;361;7,2
22155;La Motte;1 050;3,7
22156;Moustéru;345;6,4
22157;Le Moustoir;347;5,5
22158;Guerlédan;1 617;8,3
22161;Pabu;1 342;3,5
22162;Paimpol;5 073;3,4
22163;Paule;439;7,3
22164;Pédernec;1 004;5,2
22166;Penvénan;2 423;1,9
22168;Perros-Guirec;7 168;2,3
22170;Plaine-Haute;755;3,7
22171;Plaintel;2 055;2,1
22172;Plancoët;1 715;4,2
22174;Pléboulle;513;3,5
22175;Plédéliac;815;2,1
22176;Plédran;2 971;1,6
22177;Pléguien;737;1,5
22178;Pléhédel;791;3,4
22179;Fréhel;2 140;2,3
22180;Plélan-le-Petit;974;3,5
22181;Plélauff;501;6,4
22182;Plélo;1 557;2,3
22183;Plémet;1 998;7,6
22184;Plémy;854;6,9
22185;Plénée-Jugon;1 289;5,8
22186;Pléneuf-Val-André;5 363;1,5
22187;Plérin;7 559;2,1
22189;Plésidy;388;8
22190;Pleslin-Trigavou;1 898;2,7
22193;Plestan;846;5
22194;Plestin-les-Grèves;2 766;2,2
22195;Pleubian;2 153;3,6
22196;Pleudaniel;620;4,2
22197;Pleudihen-sur-Rance;1 593;3,1
22198;Pleumeur-Bodou;3 103;1,7
22199;Pleumeur-Gautier;767;4,7
22200;Pléven;305;3,6
22201;Plévenon;815;2,5
22202;Plévin;484;9,1
22203;Plœuc-L'Hermitage;2 116;4
22204;Ploëzal;750;4,3
22206;Châtelaudren-Plouagat;1 970;4,1
22207;Plouaret;1 367;5,5
22208;Plouasne;951;6,8
22209;Beaussais-sur-Mer;2 507;2
22210;Ploubazlanec;2 659;2,7
22211;Ploubezre;1 891;3,2
22212;Plouëc-du-Trieux;640;3,1
22213;Plouër-sur-Rance;1 935;2,5
22214;Plouézec;2 735;3
22215;Ploufragan;4 792;1,4
22216;Plougonver;580;9,7
22217;Plougras;301;8,3
22218;Plougrescant;1 327;1,8
22219;Plouguenast-Langast;1 403;7,8
22220;Plouguernével;921;6,3
22221;Plouguiel;1 127;4,8
22222;Plouha;3 753;2,7
22223;Plouisy;956;2,4
22224;Ploulec'h;911;2
22225;Ploumagoar;2 604;3,1
22226;Ploumilliau;1 534;1,5
22227;Plounérin;477;6,3
22228;Plounévez-Moëdec;944;8,2
22229;Plounévez-Quintin;725;9,2
22231;Plourac'h;308;10,4
22232;Plourhan;1 149;1,2
22233;Plourivo;1 319;3,1
22234;Plouvara;;
22236;Pludual;430;4
22237;Pluduno;1 153;2,2
22238;Plufur;;
22239;Plumaudan;654;4,7
22240;Plumaugat;701;6,4
22241;Plumieux;633;10,3
22242;Plurien;1 240;2
22243;Plusquellec;374;9,1
22244;Plussulien;352;12,2
22245;Pluzunet;587;5,1
22246;Pommeret;940;1,8
22248;Pommerit-le-Vicomte;1 052;9,2
22249;Pont-Melvez;425;10,8
22250;Pontrieux;655;8,4
22251;Pordic;3 666;1,9
22254;Prat;602;3,2
22255;La Prénessaye;503;9,9
22256;Quemper-Guézennec;721;5,4
22258;Quessoy;1 868;2,8
22259;Quévert;1 852;2,3
22260;Le Quillio;284;4,6
22262;Quintin;1 349;5,9
22264;La Roche-Jaudy;1 533;5,2
22265;Rospez;845;1,5
22266;Rostrenen;1 984;8,1
22267;Rouillac;267;9,4
22268;Ruca;;
22271;Saint-Adrien;;
22272;Saint-Agathon;991;2,1
22273;Saint-Alban;1 301;1,3
22275;Saint-Barnabé;580;2,8
22277;Saint-Brandan;1 175;5
22278;Saint-Brieuc;23 426;3,5
22279;Saint-Caradec;594;4,4
22280;Saint-Carné;527;4,2
22281;Saint-Carreuc;740;4,1
22282;Saint-Cast-le-Guildo;5 549;1,3
22283;Saint-Clet;515;4,9
22284;Saint-Connan;;
22287;Saint-Donan;661;2,7
22293;Saint-Gilles-les-Bois;;
22294;Saint-Gilles-Pligeaux;;
22295;Saint-Gilles-Vieux-Marché;255;12,2
22296;Saint-Glen;338;5,6
22299;Saint-Hélen;;
22302;Saint-Jacut-de-la-Mer;1 439;2,1
22306;Saint-Judoce;289;5,5
22307;Saint-Julien;903;1,6
22308;Saint-Juvat;389;3,1
22310;Saint-Laurent;247;5,7
22311;Saint-Lormel;480;3,1
22313;Saint-Martin-des-Prés;234;12
22316;Saint-Mayeux;;
22319;Saint-Michel-en-Grève;451;2,7
22320;Saint-Nicodème;;
22321;Saint-Nicolas-du-Pélem;1 165;9,4
22324;Saint-Quay-Perros;;
22325;Saint-Quay-Portrieux;3 991;2,8
22328;Saint-Servais;316;10,1
22330;Saint-Thélo;;
22332;Saint-Trimoël;;
22333;Saint-Vran;469;6,8
22337;Sévignac;706;9,3
22338;Squiffiec;;
22339;Taden;1 310;1,6
22340;Tonquédec;636;4,6
22343;Trébeurden;3 778;2,2
22344;Trébrivan;406;5,7
22345;Trébry;473;3,6
22346;Trédaniel;433;3
22347;Trédarzec;692;4,2
22348;Trédias;303;6,6
22349;Trédrez-Locquémeau;1 187;2,6
22351;Treffrin;;
22353;Trégastel;2 746;1,5
22354;Tréglamus;502;3,6
22356;Trégomeur;466;3,4
22359;Trégrom;292;6,2
22360;Trégueux;3 856;0,9
22361;Tréguidel;348;4,3
22362;Tréguier;1 421;8,1
22363;Trélévern;1 008;1,9
22364;Trélivan;1 326;1,4
22366;Trémel;;
22369;Trémeur;419;7,2
22371;Trémorel;581;5,7
22372;Trémuson;924;2,3
22376;Trévé;744;3,9
22379;Trévou-Tréguignec;1 424;2,9
22380;Trévron;366;4,6
22384;Uzel;558;8,6
22385;La Vicomté-sur-Rance;631;1,9
22386;Le Vieux-Bourg;398;11,3
22387;Le Vieux-Marché;796;5,2
22388;Vildé-Guingalan;590;2,7
22389;Yffiniac;2 408;2,4
22390;Yvias;445;4,7
22391;Yvignac-la-Tour;758;9,4
23001;Ahun;904;12,3
23002;Ajain;544;11,9
23004;Anzême;420;12,4
23006;Arrènes;;
23008;Aubusson;2 481;19,1
23013;Auzances;770;13,8
23015;Azerables;620;7,9
23021;Bénévent-l'Abbaye;541;12,9
23022;Bétête;;
23025;Bonnat;909;3,1
23026;Bord-Saint-Georges;302;22,5
23029;Le Bourg-d'Hem;;
23030;Bourganeuf;1 440;17,1
23031;Boussac;790;16,1
23032;Boussac-Bourg;524;14,5
23035;Budelière;382;9,7
23036;Bussière-Dunoise;876;11,1
23038;Bussière-Saint-Georges;;
23039;La Celle-Dunoise;565;6
23045;Chambon-sur-Voueize;604;13,4
23048;Champagnat;373;7,2
23049;Champsanglard;197;11,7
23056;Châtelus-le-Marcheix;395;5,3
23057;Châtelus-Malvaleix;;
23061;Chénérailles;532;12,8
23062;Chéniers;502;11,6
23064;Clugnat;588;16,8
23065;Colondannes;232;12,9
23066;Le Compas;;
23067;La Courtine;493;20,1
23068;Cressat;433;9
23069;Crocq;351;17,4
23070;Crozant;535;5,4
23071;Croze;;
23073;Dontreix;373;12,3
23075;Dun-le-Palestel;737;10,6
23076;Évaux-les-Bains;1 039;8,8
23077;Faux-la-Montagne;410;2,9
23079;Felletin;1 045;13,8
23081;Flayat;327;11,6
23084;La Forêt-du-Temple;;
23087;Fresselines;594;8,6
23089;Genouillac;492;12,6
23090;Gentioux-Pigerolles;370;5,1
23092;Glénic;417;11,5
23093;Gouzon;997;2,9
23095;Le Grand-Bourg;821;8
23096;Guéret;6 733;7,6
23097;Issoudun-Létrieix;;
23099;Janaillat;302;11,6
23100;Jarnages;267;11,2
23101;Jouillat;342;13,2
23102;Ladapeyre;;
23103;Lafat;337;9,5
23104;Lavaufranche;;
23105;Lavaveix-les-Mines;521;19,6
23106;Lépaud;250;6
23112;Lourdoueix-Saint-Pierre;673;10,8
23114;Lussat;316;13,9
23115;Magnat-l'Étrange;;
23116;Mainsat;475;13,7
23117;Maison-Feyne;;
23120;Malleret-Boussac;184;14,7
23124;Marsac;455;10,8
23130;Méasnes;476;13,4
23131;Mérinchal;550;10,7
23133;Montboucher;269;7,8
23137;Mourioux-Vieilleville;416;12,3
23139;Moutier-Malcard;460;9,8
23140;Moutier-Rozeille;338;11,5
23141;Naillat;579;13
23142;Néoux;268;14,9
23143;Noth;;
23146;Nouzerines;229;22,7
23148;Nouziers;;
23149;Parsac-Rimondeix;518;9,3
23151;Peyrat-la-Nonière;;
23154;Pionnat;510;12,9
23155;Pontarion;260;6,9
23162;Roches;336;11,6
23164;Rougnat;434;6,2
23165;Royère-de-Vassivière;653;8,9
23167;Sannat;320;5,9
23168;Sardent;581;9,3
23169;La Saunière;;
23173;Soubrebost;;
23174;Soumans;431;14,8
23176;La Souterraine;2 948;9,4
23177;Saint-Agnant-de-Versillat;668;7,2
23180;Saint-Amand;;
23188;Saint-Dizier-les-Domaines;187;13,9
23189;Saint-Dizier-Masbaraud;908;7,4
23191;Saint-Éloi;;
23192;Fursac;1 098;7,6
23193;Sainte-Feyre;1 402;9,4
23195;Saint-Fiel;;
23196;Saint-Frion;;
23197;Saint-Georges-la-Pouge;321;6,9
23199;Saint-Germain-Beaupré;282;11,7
23200;Saint-Goussaud;199;9
23206;Saint-Laurent;332;4,2
23211;Saint-Marc-à-Frongier;;
23217;Saint-Martin-Sainte-Catherine;323;12,7
23219;Saint-Maurice-la-Souterraine;705;9,8
23220;Saint-Médard-la-Rochette;511;12,7
23221;Saint-Merd-la-Breuille;;
23229;Saint-Pardoux-les-Cards;;
23235;Saint-Priest-la-Feuille;473;8
23236;Saint-Priest-la-Plaine;;
23238;Saint-Quentin-la-Chabanne;;
23239;Saint-Sébastien;561;7,5
